game_id,round_id,role_id,pass1_matrix_json,pass1_reasoning
G025,2,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Self-justification"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: After leading a failed Quest 2 including P5, P2 should pivot from hedging to concrete, checkable inference (vote/team-result logic) to re-anchor trust. P3: With two fails but only partial intersection (P4 in Q1, P5 in Q2), P3 should tighten from vagueness into probability talk while staying flexible about which suspect is the consistent saboteur. P4: Not being on Quest 2 but already implicated by Quest 1’s fail, P4 should redirect attention onto the new failure and onto P2/P5 without committing to risky hard-lie claims. P5: As the common public suspect from being on the failed Quest 2, P5 should maintain a steady defensive narrative (why their inclusion made sense, why their vote was consistent) rather than escalate into obvious aggression."
G026,2,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Rationalized error"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""High""}
}","P2: After a public FAIL on a team containing P2/P4, High-GRS P2 should stay structured and fact-forward to narrow suspects around the only new variable (P4) without overcommitting to tone attacks. P3: With P4’s failed leadership drawing heat, Moderate Mach-IV P3 should pivot from hard lying to deflection—supporting scrutiny on P2/P4 while keeping distance from P4. P4: As the FAIL-quest leader and likely focal suspect, Low Mach-IV P4 needs a simple, plausibly-logical Rationalized error frame (team-testing rationale) rather than aggressive WIFOM that reads panicky. P5: High-GRS P5 should tighten from over-explaining into Bayesian hedging—explicitly weighing that the fail implies P4 or P2 is evil, while staying flexible to avoid being boxed into a wrong hard accusation."
G027,2,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Noisy sincerity"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: With two PASS results and no heat on them, shift from defensive disclosure into rational justification to calmly explain vote logic and push a stable team-building process.
P3: After overconfidently 'clearing' P5 off a single PASS, a low-GRS good will sound earnestly muddled and blurtier, so noisy sincerity fits consolidation without forcing sharp reads.
P4: As the lone Round 2 no-voter on a PASS, high-Mach evil should stay factual while steering suspicion, using misleading emphasis on P5’s presence on both PASS teams to subtly seed doubt without lying.
P5: With social credit from leading Quest 1 and voting yes on Quest 2, moderate-Mach evil should press false consensus ('we’re basically solved / keep this core') to lock in favorable team norms and reduce scrutiny."
G028,2,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""}
}","P2: After leading a unanimous-approved PASS team, a low-Mach evil benefits from leaning on perceived group agreement to lock in trust and steer future team norms away from revisiting Quest 1. P3: With Quest 2 passing, a high-Mach evil can safely highlight true-but-selective points (e.g., the PASS implicates neither P2 nor P3) to redirect attention back toward P1/P2 from the earlier FAIL. P4: The PASS provides consolidation evidence, so shifting from Round 1’s pragmatic quiet to clear rational justification helps a moderate-GRS good anchor future team exclusions/inclusions without overcommitting to a single culprit yet. P5: With mixed signals (FAIL then PASS) and low GRS, continuing to over-explain naturally fits and lets P5 process probabilities aloud while remaining cooperative and non-accusatory."
G029,2,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Counterfactual"",""col"":""Defensive"",""tactic"":""Deflection"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P2: With a Round 2 fail on a team containing P2, the high-GRS Good response is to anchor discussion in concrete vote/team facts and narrow suspects via Evidence sharing.
P3: The new failure meaningfully updates priors, so P3 should evolve from Strategic uncertainty into Bayesian hedging to quantify likelihoods without overcommitting yet.
P4: As a low Mach-IV Evil who benefited from the earlier clean pass but is now exposed by an overall fail, P4 should use Deflection to keep attention on P2/P5/P1 from the failed team rather than reopening Round 1.
P5: As the failed-team leader and high Mach-IV Evil, P5 should publicly lean into true facts (""I led it, it failed"") while using Misleading emphasis to steer blame onto P2 and away from P5’s inclusion choice."
G030,2,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Noisy sincerity"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Cherry-picking"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: With two consecutive PASS results and no heat on them, shift from perspective-taking to rational justification to consolidate a clear, cooperative narrative about what the votes and teams imply. P3: As the Round 2 leader on a PASS, a low-GRS player benefits from noisy sincerity—earnest but slightly messy reflection—to avoid looking performative while staying aligned with the success. P4: After being the sole Round 2 'N' on a team that PASSED, use cherry-picking to frame that vote as 'responsible caution' while selectively highlighting any tiny uncertainties to keep options open. P5: Since they approved the successful team, lean into false consensus to pressure the table into repeating the trusted core (P1/P2/P3) and to smooth over P4’s standout dissent."
G031,2,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""},
  ""P4"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""}
}","P2: After a Round 2 PASS on a team led by them, lean into manufactured agreement that the PASS clears the team and pressures others (especially against P1’s dissent vote) while moving off the Round 1 heat.
P3: Use true facts (Quest1 failed with P1+P2; Quest2 passed with P2+P3+P4; only P1 voted N) but over-weight the “P1 is the outlier” angle to steer suspicion away from the evil pair without outright lying.
P4: With mixed results (FAIL then PASS) and being on the passing team, shift from over-explaining to crisp evidence-based sorting: isolate the only consistent suspect link (P2 appears on the only FAIL) while noting P3 is not cleared by a PASS.
P5: Evolve from deflection into probability talk—acknowledge the PASS reduces certainty, keep multiple worlds open (P2 likely from Q1, but Q2 PASS introduces WIFOM), and focus on best-next-team composition rather than hard accusing."
G032,2,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Evidence sharing"",""scale"":""GRS"",""level"":""High""},
  ""P3"": {""row"":""Transparent"",""col"":""Defensive"",""tactic"":""Defensive disclosure"",""scale"":""GRS"",""level"":""Moderate""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Defensive"",""tactic"":""Half-truths"",""scale"":""Mach-IV"",""level"":""Low""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Misleading emphasis"",""scale"":""Mach-IV"",""level"":""High""}
}","P2: With two consecutive FAILs and strong prior push on P4, High-GRS P2 should pivot into concrete, structured vote/team evidence to drive a clearer suspect pool without overreaching. P3: As Round 2 leader on a unanimously approved team that failed, P3 will be under heat and should preemptively clarify proposal logic and constraints without sounding like they’re attacking others again. P4: Being the obvious suspect from Quest 1, Low-Mach P4 should stick to a simple, plausible partial narrative (agreeing the data looks bad while omitting manipulative intent) to avoid escalating. P5: After being on the Round 2 failing team, High-Mach P5 should steer attention onto smaller-but-true points (unanimous approval, earlier vote patterns, leader choices) to dilute direct blame while staying technically accurate."
G033,2,P1,"{
  ""P2"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""Moderate""},
  ""P3"": {""row"":""Careless-to-truth"",""col"":""Cooperative"",""tactic"":""Over-explaining"",""scale"":""GRS"",""level"":""Low""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""High""},
  ""P5"": {""row"":""Transparent"",""col"":""Adversarial"",""tactic"":""Truthful misdirection"",""scale"":""Mach-IV"",""level"":""Moderate""}
}","P2: After the Round 2 PASS, shift from defensive half-truth hedging into clear rational justification for why the P1/P2/P3 block is the current best read and how it should drive next proposals. P3: Coming off a rules misunderstanding and now facing a cleaner game state, a low-skill good will try to re-earn trust by over-explaining their corrected understanding and thoughts on the P1/P5 fail. P4: With a PASS creating a tempting 'three-good core' narrative, use misframing to argue that the PASS doesn’t clear the team and re-center suspicion onto a good player (or uncertainty) away from the evil pair. P5: Now directly implicated by the only FAIL, keep using truthful misdirection by emphasizing accurate process points (early 2-person volatility, universal yes vote, need more data) to avoid a P5-focused tunnel while subtly casting doubt elsewhere."
G034,2,P1,"{
  ""P2"": {""row"":""Selective / Framing"",""col"":""Cooperative"",""tactic"":""Bayesian hedging"",""scale"":""GRS"",""level"":""Low""},
  ""P3"": {""row"":""Transparent"",""col"":""Cooperative"",""tactic"":""Rational justification"",""scale"":""GRS"",""level"":""High""},
  ""P4"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""Misframing"",""scale"":""Mach-IV"",""level"":""Moderate""},
  ""P5"": {""row"":""Selective / Framing"",""col"":""Opportunistic"",""tactic"":""False consensus"",""scale"":""Mach-IV"",""level"":""Low""}
}","P2: With two straight PASS outcomes, a Low-GRS Good should tighten from vague uncertainty into Bayesian hedging to express increased confidence without overcommitting.
P3: As High-GRS Good on an all-Good Quest 2 PASS, shift from hedging to rational justification to set a clear logical baseline about what the double-PASS implies and what it does not.
P4: After consecutive PASSes, a Moderate Mach-IV Evil benefits from misframing the narrative (e.g., ‘PASS means little, so stop trusting the P1-led team’) to keep both evils viable without direct lying.
P5: Coming off a clean Quest 1 and unanimous votes, a Low Mach-IV Evil should push false consensus (‘we all agree these three are basically fine’) to lock in a trust map that protects P5 while isolating P4’s future options."
